Comunidad autónoma;Sexo;Distintos grupos de edad;Tipo de tasa;Periodo;Total
Extremadura;varones;menores de 25 años;tasas de paro;1998TII;33,75
Extremadura;varones;menores de 25 años;tasas de paro;1998TI;45,49
Extremadura;varones;menores de 25 años;tasas de paro;1997TIV;40,16
Extremadura;varones;menores de 25 años;tasas de paro;1997TIII;37,19
Extremadura;varones;menores de 25 años;tasas de paro;1997TII;34,30
Extremadura;varones;menores de 25 años;tasas de paro;1997TI;41,77
Extremadura;varones;menores de 25 años;tasas de paro;1996TIV;37,14
Extremadura;varones;menores de 25 años;tasas de paro;1996TIII;32,53
Extremadura;varones;menores de 25 años;tasas de paro;1996TII;38,74
Extremadura;varones;menores de 25 años;tasas de paro;1996TI;44,08
Extremadura;varones;menores de 25 años;tasas de empleo;2001TIV;37,14
Extremadura;varones;menores de 25 años;tasas de empleo;2001TIII;38,00
Extremadura;varones;menores de 25 años;tasas de empleo;2001TII;42,28
Extremadura;varones;menores de 25 años;tasas de empleo;2001TI;40,55
Extremadura;varones;menores de 25 años;tasas de empleo;2000TIV;41,85
Extremadura;varones;menores de 25 años;tasas de empleo;2000TIII;41,98
Extremadura;varones;menores de 25 años;tasas de empleo;2000TII;41,02
Extremadura;varones;menores de 25 años;tasas de empleo;2000TI;36,82
Extremadura;varones;menores de 25 años;tasas de empleo;1999TIV;37,00
Extremadura;varones;menores de 25 años;tasas de empleo;1999TIII;38,32
Extremadura;varones;menores de 25 años;tasas de empleo;1999TII;36,02
Extremadura;varones;menores de 25 años;tasas de empleo;1999TI;36,16
Extremadura;varones;menores de 25 años;tasas de empleo;1998TIV;29,36
Extremadura;varones;menores de 25 años;tasas de empleo;1998TIII;31,05
Extremadura;varones;menores de 25 años;tasas de empleo;1998TII;31,33
Extremadura;varones;menores de 25 años;tasas de empleo;1998TI;26,93
Extremadura;varones;menores de 25 años;tasas de empleo;1997TIV;29,78
Extremadura;varones;menores de 25 años;tasas de empleo;1997TIII;32,80
Extremadura;varones;menores de 25 años;tasas de empleo;1997TII;33,49
Extremadura;varones;menores de 25 años;tasas de empleo;1997TI;30,96
Extremadura;varones;menores de 25 años;tasas de empleo;1996TIV;32,75
Extremadura;varones;menores de 25 años;tasas de empleo;1996TIII;35,28
Extremadura;varones;menores de 25 años;tasas de empleo;1996TII;30,48
Extremadura;varones;menores de 25 años;tasas de empleo;1996TI;28,80
Extremadura;varones;de 25 y más años;tasas de actividad;2001TIV;64,10
Extremadura;varones;de 25 y más años;tasas de actividad;2001TIII;64,64
Extremadura;varones;de 25 y más años;tasas de actividad;2001TII;64,41
Extremadura;varones;de 25 y más años;tasas de actividad;2001TI;63,95
Extremadura;varones;de 25 y más años;tasas de actividad;2000TIV;67,97
Extremadura;varones;de 25 y más años;tasas de actividad;2000TIII;67,26
Extremadura;varones;de 25 y más años;tasas de actividad;2000TII;67,06
Extremadura;varones;de 25 y más años;tasas de actividad;2000TI;67,05
Extremadura;varones;de 25 y más años;tasas de actividad;1999TIV;66,69
Extremadura;varones;de 25 y más años;tasas de actividad;1999TIII;67,15
Extremadura;varones;de 25 y más años;tasas de actividad;1999TII;66,48
Extremadura;varones;de 25 y más años;tasas de actividad;1999TI;66,61
Extremadura;varones;de 25 y más años;tasas de actividad;1998TIV;66,89
Extremadura;varones;de 25 y más años;tasas de actividad;1998TIII;66,07
Extremadura;varones;de 25 y más años;tasas de actividad;1998TII;66,34
Extremadura;varones;de 25 y más años;tasas de actividad;1998TI;66,86
Extremadura;varones;de 25 y más años;tasas de actividad;1997TIV;67,13
Extremadura;varones;de 25 y más años;tasas de actividad;1997TIII;66,93
Extremadura;varones;de 25 y más años;tasas de actividad;1997TII;66,25
Extremadura;varones;de 25 y más años;tasas de actividad;1997TI;66,60
Extremadura;varones;de 25 y más años;tasas de actividad;1996TIV;66,48
Extremadura;varones;de 25 y más años;tasas de actividad;1996TIII;66,85
Extremadura;varones;de 25 y más años;tasas de actividad;1996TII;66,53
Extremadura;varones;de 25 y más años;tasas de actividad;1996TI;66,51
Extremadura;varones;de 25 y más años;tasas de paro;2001TIV;8,36
Extremadura;varones;de 25 y más años;tasas de paro;2001TIII;9,19
Extremadura;varones;de 25 y más años;tasas de paro;2001TII;9,18
Extremadura;varones;de 25 y más años;tasas de paro;2001TI;10,26
Extremadura;varones;de 25 y más años;tasas de paro;2000TIV;14,60
Extremadura;varones;de 25 y más años;tasas de paro;2000TIII;14,17
Extremadura;varones;de 25 y más años;tasas de paro;2000TII;16,22
Extremadura;varones;de 25 y más años;tasas de paro;2000TI;15,52
Extremadura;varones;de 25 y más años;tasas de paro;1999TIV;15,59
Extremadura;varones;de 25 y más años;tasas de paro;1999TIII;13,90
Extremadura;varones;de 25 y más años;tasas de paro;1999TII;15,81
Extremadura;varones;de 25 y más años;tasas de paro;1999TI;19,03
Extremadura;varones;de 25 y más años;tasas de paro;1998TIV;18,91
Extremadura;varones;de 25 y más años;tasas de paro;1998TIII;18,23
Extremadura;varones;de 25 y más años;tasas de paro;1998TII;19,86
Extremadura;varones;de 25 y más años;tasas de paro;1998TI;20,42
Extremadura;varones;de 25 y más años;tasas de paro;1997TIV;21,26
Extremadura;varones;de 25 y más años;tasas de paro;1997TIII;18,30
Extremadura;varones;de 25 y más años;tasas de paro;1997TII;20,48
Extremadura;varones;de 25 y más años;tasas de paro;1997TI;20,95
Extremadura;varones;de 25 y más años;tasas de paro;1996TIV;21,69
Extremadura;varones;de 25 y más años;tasas de paro;1996TIII;20,21
Extremadura;varones;de 25 y más años;tasas de paro;1996TII;22,58
Extremadura;varones;de 25 y más años;tasas de paro;1996TI;23,68
Extremadura;varones;de 25 y más años;tasas de empleo;2001TIV;58,74
Extremadura;varones;de 25 y más años;tasas de empleo;2001TIII;58,70
Extremadura;varones;de 25 y más años;tasas de empleo;2001TII;58,50
Extremadura;varones;de 25 y más años;tasas de empleo;2001TI;57,38
Extremadura;varones;de 25 y más años;tasas de empleo;2000TIV;58,05
Extremadura;varones;de 25 y más años;tasas de empleo;2000TIII;57,73
Extremadura;varones;de 25 y más años;tasas de empleo;2000TII;56,19
Extremadura;varones;de 25 y más años;tasas de empleo;2000TI;56,65
Extremadura;varones;de 25 y más años;tasas de empleo;1999TIV;56,29
Extremadura;varones;de 25 y más años;tasas de empleo;1999TIII;57,82
Extremadura;varones;de 25 y más años;tasas de empleo;1999TII;55,97
Extremadura;varones;de 25 y más años;tasas de empleo;1999TI;53,94
Extremadura;varones;de 25 y más años;tasas de empleo;1998TIV;54,24
Extremadura;varones;de 25 y más años;tasas de empleo;1998TIII;54,02
Extremadura;varones;de 25 y más años;tasas de empleo;1998TII;53,17
Extremadura;varones;de 25 y más años;tasas de empleo;1998TI;53,21
Extremadura;varones;de 25 y más años;tasas de empleo;1997TIV;52,86
Extremadura;varones;de 25 y más años;tasas de empleo;1997TIII;54,68
Extremadura;varones;de 25 y más años;tasas de empleo;1997TII;52,68
Extremadura;varones;de 25 y más años;tasas de empleo;1997TI;52,65
Extremadura;varones;de 25 y más años;tasas de empleo;1996TIV;52,06
Extremadura;varones;de 25 y más años;tasas de empleo;1996TIII;53,34
Extremadura;varones;de 25 y más años;tasas de empleo;1996TII;51,50
Extremadura;varones;de 25 y más años;tasas de empleo;1996TI;50,76
Extremadura;varones;de 16 a 19 años;tasas de actividad;2001TIV;36,10
Extremadura;varones;de 16 a 19 años;tasas de actividad;2001TIII;35,25
Extremadura;varones;de 16 a 19 años;tasas de actividad;2001TII;32,23
Extremadura;varones;de 16 a 19 años;tasas de actividad;2001TI;31,59
Extremadura;varones;de 16 a 19 años;tasas de actividad;2000TIV;41,04
Extremadura;varones;de 16 a 19 años;tasas de actividad;2000TIII;34,85
Extremadura;varones;de 16 a 19 años;tasas de actividad;2000TII;33,53
Extremadura;varones;de 16 a 19 años;tasas de actividad;2000TI;31,82
Extremadura;varones;de 16 a 19 años;tasas de actividad;1999TIV;28,97
Extremadura;varones;de 16 a 19 años;tasas de actividad;1999TIII;33,81
Extremadura;varones;de 16 a 19 años;tasas de actividad;1999TII;32,37
Extremadura;varones;de 16 a 19 años;tasas de actividad;1999TI;34,52
Extremadura;varones;de 16 a 19 años;tasas de actividad;1998TIV;32,82
Extremadura;varones;de 16 a 19 años;tasas de actividad;1998TIII;28,85
Extremadura;varones;de 16 a 19 años;tasas de actividad;1998TII;27,37
Extremadura;varones;de 16 a 19 años;tasas de actividad;1998TI;28,95
Extremadura;varones;de 16 a 19 años;tasas de actividad;1997TIV;27,84
Extremadura;varones;de 16 a 19 años;tasas de actividad;1997TIII;29,75
Extremadura;varones;de 16 a 19 años;tasas de actividad;1997TII;31,22
Extremadura;varones;de 16 a 19 años;tasas de actividad;1997TI;32,84
Extremadura;varones;de 16 a 19 años;tasas de actividad;1996TIV;30,52
Extremadura;varones;de 16 a 19 años;tasas de actividad;1996TIII;30,15
Extremadura;varones;de 16 a 19 años;tasas de actividad;1996TII;29,27
Extremadura;varones;de 16 a 19 años;tasas de actividad;1996TI;30,05
Extremadura;varones;de 16 a 19 años;tasas de paro;2001TIV;25,69
Extremadura;varones;de 16 a 19 años;tasas de paro;2001TIII;36,04
Extremadura;varones;de 16 a 19 años;tasas de paro;2001TII;19,00
Extremadura;varones;de 16 a 19 años;tasas de paro;2001TI;21,95
Extremadura;varones;de 16 a 19 años;tasas de paro;2000TIV;33,03
Extremadura;varones;de 16 a 19 años;tasas de paro;2000TIII;27,70
Extremadura;varones;de 16 a 19 años;tasas de paro;2000TII;34,44
Extremadura;varones;de 16 a 19 años;tasas de paro;2000TI;46,00
Extremadura;varones;de 16 a 19 años;tasas de paro;1999TIV;47,62
Extremadura;varones;de 16 a 19 años;tasas de paro;1999TIII;42,52
Extremadura;varones;de 16 a 19 años;tasas de paro;1999TII;44,84
Extremadura;varones;de 16 a 19 años;tasas de paro;1999TI;43,57
Extremadura;varones;de 16 a 19 años;tasas de paro;1998TIV;56,69
Extremadura;varones;de 16 a 19 años;tasas de paro;1998TIII;46,41
Extremadura;varones;de 16 a 19 años;tasas de paro;1998TII;41,49
Extremadura;varones;de 16 a 19 años;tasas de paro;1998TI;58,09
Extremadura;varones;de 16 a 19 años;tasas de paro;1997TIV;55,88
Extremadura;varones;de 16 a 19 años;tasas de paro;1997TIII;48,97
Extremadura;varones;de 16 a 19 años;tasas de paro;1997TII;44,67
Extremadura;varones;de 16 a 19 años;tasas de paro;1997TI;59,88
Extremadura;varones;de 16 a 19 años;tasas de paro;1996TIV;49,64
Extremadura;varones;de 16 a 19 años;tasas de paro;1996TIII;45,77
Extremadura;varones;de 16 a 19 años;tasas de paro;1996TII;50,87
Extremadura;varones;de 16 a 19 años;tasas de paro;1996TI;51,46
Extremadura;varones;de 16 a 19 años;tasas de empleo;2001TIV;26,82
Extremadura;varones;de 16 a 19 años;tasas de empleo;2001TIII;22,54
Extremadura;varones;de 16 a 19 años;tasas de empleo;2001TII;26,10
Extremadura;varones;de 16 a 19 años;tasas de empleo;2001TI;24,65
Extremadura;varones;de 16 a 19 años;tasas de empleo;2000TIV;27,48
Extremadura;varones;de 16 a 19 años;tasas de empleo;2000TIII;25,20
Extremadura;varones;de 16 a 19 años;tasas de empleo;2000TII;21,98
Extremadura;varones;de 16 a 19 años;tasas de empleo;2000TI;17,18
Extremadura;varones;de 16 a 19 años;tasas de empleo;1999TIV;15,17
Extremadura;varones;de 16 a 19 años;tasas de empleo;1999TIII;19,44
Extremadura;varones;de 16 a 19 años;tasas de empleo;1999TII;17,86
Extremadura;varones;de 16 a 19 años;tasas de empleo;1999TI;19,48
Extremadura;varones;de 16 a 19 años;tasas de empleo;1998TIV;14,22
Extremadura;varones;de 16 a 19 años;tasas de empleo;1998TIII;15,46
Extremadura;varones;de 16 a 19 años;tasas de empleo;1998TII;16,01
Extremadura;varones;de 16 a 19 años;tasas de empleo;1998TI;12,13
Extremadura;varones;de 16 a 19 años;tasas de empleo;1997TIV;12,28
Extremadura;varones;de 16 a 19 años;tasas de empleo;1997TIII;15,18
Extremadura;varones;de 16 a 19 años;tasas de empleo;1997TII;17,27
Extremadura;varones;de 16 a 19 años;tasas de empleo;1997TI;13,18
Extremadura;varones;de 16 a 19 años;tasas de empleo;1996TIV;15,37
Extremadura;varones;de 16 a 19 años;tasas de empleo;1996TIII;16,35
Extremadura;varones;de 16 a 19 años;tasas de empleo;1996TII;14,38
Extremadura;varones;de 16 a 19 años;tasas de empleo;1996TI;14,58
Extremadura;varones;de 20 a 24 años;tasas de actividad;2001TIV;53,80
Extremadura;varones;de 20 a 24 años;tasas de actividad;2001TIII;57,29
Extremadura;varones;de 20 a 24 años;tasas de actividad;2001TII;61,73
Extremadura;varones;de 20 a 24 años;tasas de actividad;2001TI;60,84
Extremadura;varones;de 20 a 24 años;tasas de actividad;2000TIV;64,87
Extremadura;varones;de 20 a 24 años;tasas de actividad;2000TIII;66,41
Extremadura;varones;de 20 a 24 años;tasas de actividad;2000TII;66,31
Extremadura;varones;de 20 a 24 años;tasas de actividad;2000TI;67,84
Extremadura;varones;de 20 a 24 años;tasas de actividad;1999TIV;68,98
Extremadura;varones;de 20 a 24 años;tasas de actividad;1999TIII;69,58
Extremadura;varones;de 20 a 24 años;tasas de actividad;1999TII;69,35
Extremadura;varones;de 20 a 24 años;tasas de actividad;1999TI;68,65
Extremadura;varones;de 20 a 24 años;tasas de actividad;1998TIV;65,36
Extremadura;varones;de 20 a 24 años;tasas de actividad;1998TIII;69,22
Extremadura;varones;de 20 a 24 años;tasas de actividad;1998TII;62,76
Extremadura;varones;de 20 a 24 años;tasas de actividad;1998TI;65,32
Extremadura;varones;de 20 a 24 años;tasas de actividad;1997TIV;66,83
Extremadura;varones;de 20 a 24 años;tasas de actividad;1997TIII;69,71
Extremadura;varones;de 20 a 24 años;tasas de actividad;1997TII;66,37
Extremadura;varones;de 20 a 24 años;tasas de actividad;1997TI;69,00
Extremadura;varones;de 20 a 24 años;tasas de actividad;1996TIV;68,84
Extremadura;varones;de 20 a 24 años;tasas de actividad;1996TIII;69,37
Extremadura;varones;de 20 a 24 años;tasas de actividad;1996TII;65,47
Extremadura;varones;de 20 a 24 años;tasas de actividad;1996TI;67,89
Extremadura;varones;de 20 a 24 años;tasas de paro;2001TIV;16,61
Extremadura;varones;de 20 a 24 años;tasas de paro;2001TIII;13,40
Extremadura;varones;de 20 a 24 años;tasas de paro;2001TII;11,75
Extremadura;varones;de 20 a 24 años;tasas de paro;2001TI;13,61
Extremadura;varones;de 20 a 24 años;tasas de paro;2000TIV;18,70
Extremadura;varones;de 20 a 24 años;tasas de paro;2000TIII;17,53
Extremadura;varones;de 20 a 24 años;tasas de paro;2000TII;16,17
Extremadura;varones;de 20 a 24 años;tasas de paro;2000TI;23,45
Extremadura;varones;de 20 a 24 años;tasas de paro;1999TIV;21,96
Extremadura;varones;de 20 a 24 años;tasas de paro;1999TIII;23,96
Extremadura;varones;de 20 a 24 años;tasas de paro;1999TII;27,81
Extremadura;varones;de 20 a 24 años;tasas de paro;1999TI;28,51
Extremadura;varones;de 20 a 24 años;tasas de paro;1998TIV;37,11
Extremadura;varones;de 20 a 24 años;tasas de paro;1998TIII;37,67
Extremadura;varones;de 20 a 24 años;tasas de paro;1998TII;31,12
Extremadura;varones;de 20 a 24 años;tasas de paro;1998TI;41,15
Extremadura;varones;de 20 a 24 años;tasas de paro;1997TIV;35,06
Extremadura;varones;de 20 a 24 años;tasas de paro;1997TIII;33,27
Extremadura;varones;de 20 a 24 años;tasas de paro;1997TII;30,50
Extremadura;varones;de 20 a 24 años;tasas de paro;1997TI;35,05
Extremadura;varones;de 20 a 24 años;tasas de paro;1996TIV;32,84
Extremadura;varones;de 20 a 24 años;tasas de paro;1996TIII;28,09
Extremadura;varones;de 20 a 24 años;tasas de paro;1996TII;34,57
Extremadura;varones;de 20 a 24 años;tasas de paro;1996TI;41,58
Extremadura;varones;de 20 a 24 años;tasas de empleo;2001TIV;44,87
Extremadura;varones;de 20 a 24 años;tasas de empleo;2001TIII;49,61
Extremadura;varones;de 20 a 24 años;tasas de empleo;2001TII;54,48
Extremadura;varones;de 20 a 24 años;tasas de empleo;2001TI;52,56
Extremadura;varones;de 20 a 24 años;tasas de empleo;2000TIV;52,74
Extremadura;varones;de 20 a 24 años;tasas de empleo;2000TIII;54,77
Extremadura;varones;de 20 a 24 años;tasas de empleo;2000TII;55,59
Extremadura;varones;de 20 a 24 años;tasas de empleo;2000TI;51,93
Extremadura;varones;de 20 a 24 años;tasas de empleo;1999TIV;53,84
Extremadura;varones;de 20 a 24 años;tasas de empleo;1999TIII;52,91
Extremadura;varones;de 20 a 24 años;tasas de empleo;1999TII;50,07
Extremadura;varones;de 20 a 24 años;tasas de empleo;1999TI;49,08
Extremadura;varones;de 20 a 24 años;tasas de empleo;1998TIV;41,11
Extremadura;varones;de 20 a 24 años;tasas de empleo;1998TIII;43,15
Extremadura;varones;de 20 a 24 años;tasas de empleo;1998TII;43,23
Extremadura;varones;de 20 a 24 años;tasas de empleo;1998TI;38,44
Extremadura;varones;de 20 a 24 años;tasas de empleo;1997TIV;43,40
Extremadura;varones;de 20 a 24 años;tasas de empleo;1997TIII;46,51
Extremadura;varones;de 20 a 24 años;tasas de empleo;1997TII;46,13
Extremadura;varones;de 20 a 24 años;tasas de empleo;1997TI;44,81
Extremadura;varones;de 20 a 24 años;tasas de empleo;1996TIV;46,23
Extremadura;varones;de 20 a 24 años;tasas de empleo;1996TIII;49,88
Extremadura;varones;de 20 a 24 años;tasas de empleo;1996TII;42,84
Extremadura;varones;de 20 a 24 años;tasas de empleo;1996TI;39,67
Extremadura;varones;de 25 a 54 años;tasas de actividad;2001TIV;89,53
Extremadura;varones;de 25 a 54 años;tasas de actividad;2001TIII;90,33
Extremadura;varones;de 25 a 54 años;tasas de actividad;2001TII;89,95
Extremadura;varones;de 25 a 54 años;tasas de actividad;2001TI;89,12
Extremadura;varones;de 25 a 54 años;tasas de actividad;2000TIV;94,17
Extremadura;varones;de 25 a 54 años;tasas de actividad;2000TIII;93,50
Extremadura;varones;de 25 a 54 años;tasas de actividad;2000TII;92,88
Extremadura;varones;de 25 a 54 años;tasas de actividad;2000TI;92,83
Extremadura;varones;de 25 a 54 años;tasas de actividad;1999TIV;92,13
Extremadura;varones;de 25 a 54 años;tasas de actividad;1999TIII;92,68
Extremadura;varones;de 25 a 54 años;tasas de actividad;1999TII;91,50
Extremadura;varones;de 25 a 54 años;tasas de actividad;1999TI;92,38
Extremadura;varones;de 25 a 54 años;tasas de actividad;1998TIV;93,27
Extremadura;varones;de 25 a 54 años;tasas de actividad;1998TIII;92,23
Extremadura;varones;de 25 a 54 años;tasas de actividad;1998TII;92,79
Extremadura;varones;de 25 a 54 años;tasas de actividad;1998TI;92,88
Extremadura;varones;de 25 a 54 años;tasas de actividad;1997TIV;93,31
Extremadura;varones;de 25 a 54 años;tasas de actividad;1997TIII;93,18
Extremadura;varones;de 25 a 54 años;tasas de actividad;1997TII;92,38
Extremadura;varones;de 25 a 54 años;tasas de actividad;1997TI;92,38
Extremadura;varones;de 25 a 54 años;tasas de actividad;1996TIV;92,35
Extremadura;varones;de 25 a 54 años;tasas de actividad;1996TIII;92,14
Extremadura;varones;de 25 a 54 años;tasas de actividad;1996TII;91,31
Extremadura;varones;de 25 a 54 años;tasas de actividad;1996TI;91,18
Extremadura;varones;de 25 a 54 años;tasas de paro;2001TIV;8,18
Extremadura;varones;de 25 a 54 años;tasas de paro;2001TIII;9,68
Extremadura;varones;de 25 a 54 años;tasas de paro;2001TII;9,03
Extremadura;varones;de 25 a 54 años;tasas de paro;2001TI;10,36
Extremadura;varones;de 25 a 54 años;tasas de paro;2000TIV;15,12
Extremadura;varones;de 25 a 54 años;tasas de paro;2000TIII;14,36
Extremadura;varones;de 25 a 54 años;tasas de paro;2000TII;16,12
Extremadura;varones;de 25 a 54 años;tasas de paro;2000TI;15,11
Extremadura;varones;de 25 a 54 años;tasas de paro;1999TIV;15,61
Extremadura;varones;de 25 a 54 años;tasas de paro;1999TIII;13,39
Extremadura;varones;de 25 a 54 años;tasas de paro;1999TII;15,81
Extremadura;varones;de 25 a 54 años;tasas de paro;1999TI;19,42
Extremadura;varones;de 25 a 54 años;tasas de paro;1998TIV;19,37
Extremadura;varones;de 25 a 54 años;tasas de paro;1998TIII;18,59
Extremadura;varones;de 25 a 54 años;tasas de paro;1998TII;20,28
Extremadura;varones;de 25 a 54 años;tasas de paro;1998TI;20,80
Extremadura;varones;de 25 a 54 años;tasas de paro;1997TIV;21,59
Extremadura;varones;de 25 a 54 años;tasas de paro;1997TIII;18,50
Extremadura;varones;de 25 a 54 años;tasas de paro;1997TII;20,75
Extremadura;varones;de 25 a 54 años;tasas de paro;1997TI;20,94
Extremadura;varones;de 25 a 54 años;tasas de paro;1996TIV;22,03
Extremadura;varones;de 25 a 54 años;tasas de paro;1996TIII;20,70
Extremadura;varones;de 25 a 54 años;tasas de paro;1996TII;22,90
Extremadura;varones;de 25 a 54 años;tasas de paro;1996TI;24,40
Extremadura;varones;de 25 a 54 años;tasas de empleo;2001TIV;82,20
Extremadura;varones;de 25 a 54 años;tasas de empleo;2001TIII;81,59
Extremadura;varones;de 25 a 54 años;tasas de empleo;2001TII;81,83
Extremadura;varones;de 25 a 54 años;tasas de empleo;2001TI;79,89
Extremadura;varones;de 25 a 54 años;tasas de empleo;2000TIV;79,93
Extremadura;varones;de 25 a 54 años;tasas de empleo;2000TIII;80,07
Extremadura;varones;de 25 a 54 años;tasas de empleo;2000TII;77,90
Extremadura;varones;de 25 a 54 años;tasas de empleo;2000TI;78,80
Extremadura;varones;de 25 a 54 años;tasas de empleo;1999TIV;77,75
Extremadura;varones;de 25 a 54 años;tasas de empleo;1999TIII;80,27
Extremadura;varones;de 25 a 54 años;tasas de empleo;1999TII;77,03
Extremadura;varones;de 25 a 54 años;tasas de empleo;1999TI;74,44
Extremadura;varones;de 25 a 54 años;tasas de empleo;1998TIV;75,21
Extremadura;varones;de 25 a 54 años;tasas de empleo;1998TIII;75,09
Extremadura;varones;de 25 a 54 años;tasas de empleo;1998TII;73,98
Extremadura;varones;de 25 a 54 años;tasas de empleo;1998TI;73,56
Extremadura;varones;de 25 a 54 años;tasas de empleo;1997TIV;73,16
Extremadura;varones;de 25 a 54 años;tasas de empleo;1997TIII;75,94
Extremadura;varones;de 25 a 54 años;tasas de empleo;1997TII;73,21
Extremadura;varones;de 25 a 54 años;tasas de empleo;1997TI;73,03
Extremadura;varones;de 25 a 54 años;tasas de empleo;1996TIV;72,00
Extremadura;varones;de 25 a 54 años;tasas de empleo;1996TIII;73,07
Extremadura;varones;de 25 a 54 años;tasas de empleo;1996TII;70,40
Extremadura;varones;de 25 a 54 años;tasas de empleo;1996TI;68,94
Extremadura;varones;de 55 y más años;tasas de actividad;2001TIV;21,42
Extremadura;varones;de 55 y más años;tasas de actividad;2001TIII;21,54
Extremadura;varones;de 55 y más años;tasas de actividad;2001TII;21,58
Extremadura;varones;de 55 y más años;tasas de actividad;2001TI;21,72
Extremadura;varones;de 55 y más años;tasas de actividad;2000TIV;24,08
Extremadura;varones;de 55 y más años;tasas de actividad;2000TIII;23,39
Extremadura;varones;de 55 y más años;tasas de actividad;2000TII;23,99
Extremadura;varones;de 55 y más años;tasas de actividad;2000TI;24,14
Extremadura;varones;de 55 y más años;tasas de actividad;1999TIV;24,38
Extremadura;varones;de 55 y más años;tasas de actividad;1999TIII;24,75
Extremadura;varones;de 55 y más años;tasas de actividad;1999TII;24,97
Extremadura;varones;de 55 y más años;tasas de actividad;1999TI;23,89
Extremadura;varones;de 55 y más años;tasas de actividad;1998TIV;23,19
Extremadura;varones;de 55 y más años;tasas de actividad;1998TIII;22,79
Extremadura;varones;de 55 y más años;tasas de actividad;1998TII;22,64
Extremadura;varones;de 55 y más años;tasas de actividad;1998TI;23,94
Extremadura;varones;de 55 y más años;tasas de actividad;1997TIV;24,01
Extremadura;varones;de 55 y más años;tasas de actividad;1997TIII;23,74
Extremadura;varones;de 55 y más años;tasas de actividad;1997TII;23,32
Extremadura;varones;de 55 y más años;tasas de actividad;1997TI;24,32
Extremadura;varones;de 55 y más años;tasas de actividad;1996TIV;23,99
Extremadura;varones;de 55 y más años;tasas de actividad;1996TIII;25,22
Extremadura;varones;de 55 y más años;tasas de actividad;1996TII;25,70
Extremadura;varones;de 55 y más años;tasas de actividad;1996TI;25,82
Extremadura;varones;de 55 y más años;tasas de paro;2001TIV;9,63
Extremadura;varones;de 55 y más años;tasas de paro;2001TIII;5,80
Extremadura;varones;de 55 y más años;tasas de paro;2001TII;10,20
Extremadura;varones;de 55 y más años;tasas de paro;2001TI;9,59
Extremadura;varones;de 55 y más años;tasas de paro;2000TIV;11,18
Extremadura;varones;de 55 y más años;tasas de paro;2000TIII;12,94
Extremadura;varones;de 55 y más años;tasas de paro;2000TII;16,83
Extremadura;varones;de 55 y más años;tasas de paro;2000TI;18,12
Extremadura;varones;de 55 y más años;tasas de paro;1999TIV;15,46
Extremadura;varones;de 55 y más años;tasas de paro;1999TIII;17,07
Extremadura;varones;de 55 y más años;tasas de paro;1999TII;15,79
Extremadura;varones;de 55 y más años;tasas de paro;1999TI;16,51
Extremadura;varones;de 55 y más años;tasas de paro;1998TIV;15,88
Extremadura;varones;de 55 y más años;tasas de paro;1998TIII;15,85
Extremadura;varones;de 55 y más años;tasas de paro;1998TII;17,02
Extremadura;varones;de 55 y más años;tasas de paro;1998TI;17,93
Extremadura;varones;de 55 y más años;tasas de paro;1997TIV;19,15
Extremadura;varones;de 55 y más años;tasas de paro;1997TIII;17,04
Extremadura;varones;de 55 y más años;tasas de paro;1997TII;18,75
Extremadura;varones;de 55 y más años;tasas de paro;1997TI;21,02
Extremadura;varones;de 55 y más años;tasas de paro;1996TIV;19,56
Extremadura;varones;de 55 y más años;tasas de paro;1996TIII;17,27
Extremadura;varones;de 55 y más años;tasas de paro;1996TII;20,74
Extremadura;varones;de 55 y más años;tasas de paro;1996TI;19,54
Extremadura;varones;de 55 y más años;tasas de empleo;2001TIV;19,35
Extremadura;varones;de 55 y más años;tasas de empleo;2001TIII;20,29
Extremadura;varones;de 55 y más años;tasas de empleo;2001TII;19,38
Extremadura;varones;de 55 y más años;tasas de empleo;2001TI;19,64
Extremadura;varones;de 55 y más años;tasas de empleo;2000TIV;21,38
Extremadura;varones;de 55 y más años;tasas de empleo;2000TIII;20,36
Extremadura;varones;de 55 y más años;tasas de empleo;2000TII;19,96
Extremadura;varones;de 55 y más años;tasas de empleo;2000TI;19,76
Extremadura;varones;de 55 y más años;tasas de empleo;1999TIV;20,61
Extremadura;varones;de 55 y más años;tasas de empleo;1999TIII;20,53
Extremadura;varones;de 55 y más años;tasas de empleo;1999TII;21,03
Extremadura;varones;de 55 y más años;tasas de empleo;1999TI;19,94
Extremadura;varones;de 55 y más años;tasas de empleo;1998TIV;19,51
Extremadura;varones;de 55 y más años;tasas de empleo;1998TIII;19,18
Extremadura;varones;de 55 y más años;tasas de empleo;1998TII;18,79
Extremadura;varones;de 55 y más años;tasas de empleo;1998TI;19,65
Extremadura;varones;de 55 y más años;tasas de empleo;1997TIV;19,41
Extremadura;varones;de 55 y más años;tasas de empleo;1997TIII;19,70
Extremadura;varones;de 55 y más años;tasas de empleo;1997TII;18,95
Extremadura;varones;de 55 y más años;tasas de empleo;1997TI;19,21
Extremadura;varones;de 55 y más años;tasas de empleo;1996TIV;19,29
Extremadura;varones;de 55 y más años;tasas de empleo;1996TIII;20,87
Extremadura;varones;de 55 y más años;tasas de empleo;1996TII;20,37
Extremadura;varones;de 55 y más años;tasas de empleo;1996TI;20,77
Extremadura;mujeres;total;tasas de actividad;2001TIV;31,29
Extremadura;mujeres;total;tasas de actividad;2001TIII;30,96
